codigo;numeracion;denominacion;precio
5286;9460072-31;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=71;640
5287;9460072-32;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=76;681
5288;9460073-11;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=24;242
5289;9460073-13;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=26;256
5290;9460073-15;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=28;270
5291;9460073-17;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=30;284
5292;9460073-18;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=32;298
5293;9460073-19;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=34;312
5294;9460073-20;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=36;327
5295;9460073-21;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=38;341
5296;9460073-22;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=40;355
5297;9460073-23;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=43;376
5298;9460073-24;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=46;398
5299;9460073-25;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=49;419
5300;9460073-26;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=52;379
5301;9460073-27;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=55;461
5302;9460073-28;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=58;385
5303;9460073-29;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=61;432
5304;9460073-3;NST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=16;185
5305;9460073-30;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=66;438
5306;9460073-31;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=71;491
5307;9460073-32;INST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=76;520
5308;9460073-5;NST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=18;301
5309;9460073-7;NST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=20;326
5310;9460073-9;NST.GENERAL ILUMIN.RECINTO ENCH.INDEP.M33 IR1=22;351
5311;9460100-1;CABLE VIAJERO DELGADO;12
5312;9460100-2;CONEXIÓN BOTONERA DE CABINA ARCA II;62
5313;9460100-3;CONEXION BOTONERA DE CABINA ARCA II IC1=7;79
5314;9460101-1;CONEXIÓN ALIMENTACION OPERADOR ORONA V3F ARCA II C5=4;35
5315;9460101-10;CONEXION ALIMENTACION OPERADOR ORONA V3F C5=2,6;35
5316;9460101-2;CONEXION ALIMENTACION OPERADOR ORONA V3F ARCA II C5=2;32
5317;9460101-3;CONEXION ALIMENTACION OPERADOR ORONA V3F ARCA II C5=3;35
5318;9460101-4;CONEXION ALIMENTACION OPERADOR ORONA V3F ARCA II C5=4;39
5319;9460101-5;CONEXION ALIMENTACION OPERADOR ORONA V3F ARCA II C5=5;49
5320;9460101-6;CONEXION ALIMENTACION OPERADOR ORONA V3F ARCA II C5=6;56
5321;9460101-7;CONEXION ALIMENTACION OPERADOR ORONA V3F ARCA II C5=7;61
5322;9460102-1;CONEXIÓN BUS CAN OPERADOR ORONA V3F ARCA II IC5=4;27
5323;9460102-10;CONEX. BUS CAN OPERADOR ORNA ARCA II IC5=2,6;32
5324;9460102-2;CONEXION BUS CAN OPERADOR ORONA V3F ARCA II IC5=2;26
5325;9460102-3;CONEX. BUS CAN OPERADOR ORONA V3F ARCA II;32
5326;9460102-4;CONEXION BUS CAN OPERADOR ORONA V3F ARCA II IC5=4;30
5327;9460102-5;CONEXION BUS CAN OPERADOR ORONA V3F ARCA II IC5=5;35
5328;9460102-6;CONEXION BUS CAN OPERADOR ORONA V3F ARCA II IC5=6;40
5329;9460102-7;CONEXION BUS CAN OPERADOR ORONA V3F ARCA II IC5=7;44
5330;9460103-1;CONEXIÓN SERE OPERADOR Y TRAMPILLA ARCA II;24
5331;9460103-10;CONEX. SERIE OPERADOR Y TRANQUILLA 2,6;32
5332;9460103-2;CONEXION SERIE OPERADOR Y TRAMPILLA ARCA II IC5=2;11
5333;9460103-3;CONEX. SERIE OPERADOR Y TRANQUILLA ARCA II;32
5334;9460103-4;CONEXION SERIE OPERADOR Y TRAMPILLA ARCA II IC5=4;26
5335;9460103-5;CONEX. SERIE OPERADOR Y TRANQUILLA ARCA II;32
5336;9460103-6;CONEXION SERIE OPERADOR Y TRAMPILLA ARCA II IC5=6;35
5337;9460103-7;CONEXION SERIE OPERADOR Y TRAMPILLA ARCA II IC5=7;48
5338;9460106-1;CONEXIÓN BARRERA OPERADOR PUERTAS ARCA II IC4= 6;30
5339;9460110-2;CONEX.ENTRADAS/SALIDAS OPERADOR V3F ARCA II IC5=2;112
5340;9460110-3;CONEX.ENTRADAS/SALIDAS OPERADOR V3F ARCA II IC5=3;122
5341;9460110-4;CONEX.ENTRADAS/SALIDAS OPERADOR V3F ARCA II IC5=4;133
5342;9460110-5;CONEX.ENTRADAS/SALIDAS OPERADOR V3F ARCA II IC5=5;143
5343;9460110-6;CONEX.ENTRADAS/SALIDAS OPERADOR V3F ARCA II IC5=6;153
5344;9460110-7;CONEX.ENTRADAS/SALIDAS OPERADOR V3F ARCA II IC5=7;164
5345;9460112-1;CONEXIÓN PARACAIDASARCA II IC4=6;35
5346;9460112-10;CONEXION PARACAIDAS ARCA II IC4=5,5;27
5347;9460112-2;CONEXION PARACAIDAS ARCA II IC4=4;23
5348;9460112-3;CONEXION PARACAIDAS ARCA II IC4=5;29
5349;9460112-4;CONEXION PARACAIDAS ARCA II IC4=6;38
5350;9460112-5;CONEXION PARACAIDAS ARCA II IC4=7;37
5351;9460113-1;GRUPO FINAL DE CARRERA SIN CONECTOR ARCA II IC=3;83
5352;9460113-10;GRUPO FINAL DE CARRERA SIN CONECTOR ARCA II IC2=1,5;86
5353;9460113-2;GRUPO FINAL DE CARRERA SIN CONECTOR ARCA II IC2=2;86
5354;9460113-3;GRUPO FINAL DE CARRERA SIN CONECTOR ARCA II IC2=3;91
5355;9460114-1;CONEXIÓN SISTEMA PESAJE SOBRECARGA COMPLETA ARCA II;69
5356;9460114-10;CONEXION SISTEMA PESAJE SOBRECARGA/CARGA COPLETA IC3=5,5;101
5357;9460114-2;CONEXION SISTEMAPESAJE SOBRECARGA/CARGA COMPLETA ARCA II IC3=4;66
5358;9460114-3;CONEXION SISTEMAPESAJE SOBRECARGA/CARGA COMPLETA ARCA II IC3=5;75
5359;9460114-4;PESADORES DE CARGA;100
5360;9460114-5;CONEXION SISTEMAPESAJE SOBRECARGA/CARGA COMPLETA ARCA II IC3=7;99
5361;9460116-1;CONEXIÓN MICROFONO ALTAVOZ PICTOGRAMAS ARCA II;31
5362;9460116-10;CONEXION MICROF.-ALTAVOZ PICTOGRAMAS ARCA II L7,5;32
5363;9460116-2;CONEXION MICROF.-ALTAVOZ PICTOGRAMAS ARCA II L=7;34
5364;9460116-3;CONEXION MICROF.-ALTAVOZ PICTOGRAMAS ARCA II L=8;30
5365;9460118-10;CONEXION MICROF.-PULSAD.TELESERVICIO IC7=5,5;16
5366;9460118-2;CONEXION MICROF.-PULSAD.TELESERVICIO ARCA II IC7=5;16
5367;9460118-3;CONEXION MICROF.-PULSAD.TELESERVICIO ARCA II IC7=6;19
5368;9460118-4;CONEXION MICROF.-PULSAD.TELESERVICIO ARCA II IC7=7;18
5369;9460118-5;CONEXION MICROF.-PULSAD.TELESERVICIO ARCA II IC7=8;19
5370;9460120-1;LAMPARA PORTATIL CABINA BOMBEROS TIPO 4 ARCA II;730
5371;9460130-10;CONEXION MICROF.-ALTAVOZ TS COMER.ARCA II IC1=6,5;17
5372;9460130-2;CONEXION MICROF.-ALTAVOZ TS COMER.ARCA II IC1=6;20
5373;9460130-3;CONEXION MICROF.-ALTAVOZ TS COMER.ARCA II IC1=7;22
5374;9460152-10;CONEXION VENTILADOR ARCA II IC8=2,6;25
5375;9460152-2;CONEXION VENTILADOR ARCA II IC8=2;25
5376;9460152-3;CONEXION VENTILADOR ARCA II IC8=3;24
5377;9460152-4;CONEXION VENTILADOR ARCA II IC8=4;30
5378;9460152-5;CONEXION VENTILADOR ARCA II IC8=5;35
5379;9460152-6;CONEXION VENTILADOR ARCA II IC8=6;39
5380;9460152-7;CONEXION VENTILADOR ARCA II IC8=7;45
5381;9460210-20;INSTALACION GENERAL RECINTO AUT. ARCA II IRI=36;11
5382;9460216-11;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=24;198
5383;9460216-13;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=26;211
5384;9460216-15;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=28;224
5385;9460216-17;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=30;253
5386;9460216-18;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=32;251
5387;9460216-19;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=34;265
5388;9460216-20;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=36;281
5389;9460216-21;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=38;290
5390;9460216-22;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=40;304
5391;9460216-23;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=43;328
5392;9460216-24;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=46;331
5393;9460216-25;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=49;378
5394;9460216-26;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=52;389
5395;9460216-27;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=55;388
5396;9460216-28;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=58;364
5397;9460216-29;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=61;439
5398;9460216-3;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=16;145
5399;9460216-30;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=66;472
5400;9460216-31;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=71;409
5401;9460216-32;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=76;435
5402;9460216-5;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=18;159
5403;9460216-7;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=20;171
5404;9460216-9;INSTALACION GENERAL ANEXO EN 81-73 ARCA II IR1=22;186
5405;9460217-1;CONEXION INDICADOR DIGITAL PREMONTADA EN PISO L=2;14
5406;9460218-1;CONEXION FLECHAS PISO PREMONTADA L=2;12
5407;9460230-11;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=24;177
5408;9460230-13;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=26;189
5409;9460230-15;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=28;201
5410;9460230-17;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=30;213
5411;9460230-18;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=32;225
5412;9460230-19;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=34;237
5413;9460230-20;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=36;248
5414;9460230-21;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=38;260
5415;9460230-22;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=40;272
5416;9460230-23;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=43;290
5417;9460230-24;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=46;308
5418;9460230-25;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=49;326
5419;9460230-26;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=52;343
5420;9460230-27;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=55;361
5421;9460230-28;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=58;379
5422;9460230-29;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=61;397
5423;9460230-3;ANEXO INSTALACION RECINTO SERV.ESPECIALES ARCA II IR1=16;130
5424;9460230-30;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=66;427
5425;9460230-31;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=71;456
5426;9460230-32;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=76;486
5427;9460230-5;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=18;142
5428;9460230-7;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=20;153
5429;9460230-9;ANEXO INSTALACION RECINTO SERVICIOS ESPECIALES ARCA II IR1=22;165
5430;9460250-2;CONEXION BOTONERA PISO ARCA II IR3=1;15
5431;9460250-3;CONEXION BOTONERA PISO ARCA II IR3=3;19
5432;9460250-4;CONEXION BOTONERA PISO ARCA II IR3=6;50
5433;9460250-5;CONEXION BOTONERA PISO ARCA II IR3=0,5;9
5434;9460250-6;CONEXION BOTONERA PISO ARCA II IR3=4;23
5435;9460255-2;CONEXION LIMITADOR ARCA II IR6=5;48
5436;9460255-3;CONEXIÓN LIMITADOR ARCA II R6=0,5;57
5437;9460255-4;CONEXION LIMITADOR ARCA II IR6=9;155
5438;9460256-2;CONEXION ENCLAVAMIENTO LIMITADOR ARCA II IR6=5;35
5439;9460256-4;CONEXION ENCLAVAMIENTO LIMITADOR ARCA II IR6=9;122
5440;9460257-1;CONEX.PLACA INDICADOR DIGITAL ARCA II L=2;34
5441;9460257-4;CONEX.PLACA INDICADOR DIGITAL ARCA II L=4;34
5442;9460257-2;CONEX.PLACA INDICADOR DIGITAL ARCA II L=2;35
5443;9460257-3;CONEX.PLACA INDICADOR DIGITAL ARCA II L=3;28
5444;9460257-4;CONEX.PLACA INDICADOR DIGITAL ARCA II L=4;50
5445;9460257-5;CONEX.PLACA INDICADOR DIGITAL ARCA II L=5;32
5446;9460257-6;CONEX.PLACA INDICADOR DIGITAL ARCA II L=6;38
5447;9460257-7;CONEX.PLACA INDICADOR DIGITAL ARCA II L=7;41
5449;9460258-6;CONEXIÓN FLECHAS PISO ARCA II L=6;36
5450;9460258-2;CONEXION FLECHAS PISO ARCA II L=2;20
5451;9460258-3;CONEXION FLECHAS PISO ARCA II L=3;23
5452;9460258-4;CONEXION FLECHAS PISO ARCA II L=4;29
5453;9460258-5;CONEXION FLECHAS PISO ARCA II L=5;34
5454;9460258-7;CONEXION FLECHAS PISO ARCA II L=7;41
5455;9460261-2;CONEXION INTERRUPTOR DE BOMBEROS ARCA II IR12=5;17
5456;9460277-1;CONEXION GUIAS A TIERRA ARCA II L=4;15
5457;9460277-2;CONEXION GUIAS A TIERRA ARCA II L=8;101
5458;9460292-2;CONEXIÓN BOTONERA DE PISO;49
5459;9460300-15;CABLE MULTIPLE 20 HILOS M34 ARCA II CB1=28;522
5460;9460300-18;CABLE MULTIPLE 20 HILOS M34 ARCA II CB1=32;588
5461;9460313-19;CABLE MULTIPLE 20 HILOS ARCA II CB1=34;915
5462;9460313-11;CABLE MULTIPLE 20 HILOS ARCA II CB1=24;457
5463;9460313-13;CABLE MULTIPLE 20 HILOS ARCA II CB1=26;490
5464;9460313-15;CABLE MULTIPLE 20 HILOS ARCA II CB1=28;523
5465;9460313-17;CABLE MULTIPLE 20 HILOS ARCA II CB1=30;556
5466;9460313-18;CABLE MULTIPLE 20 HILOS ARCA II CB1=32;588
5467;9460313-19;CABLE MULTIPLE 20 HILOS ARCA II CB1=34;621
5468;9460313-20;CABLE MULTIPLE 20 HILOS ARCA II CB1=36;703
5469;9460313-21;CABLE MULTIPLE 20 HILOS ARCA II CB1=38;735
5470;9460313-22;CABLE MULTIPLE 20 HILOS ARCA II CB1=40;768
5471;9460313-23;CABLE MULTIPLE 20 HILOS ARCA II CB1=43;768
5472;9460313-24;CABLE MULTIPLE 20 HILOS ARCA II CB1=46;866
5473;9460313-25;CABLE MULTIPLE 20 HILOS ARCA II CB1=49;915
5474;9460313-26;CABLE MULTIPLE 20 HILOS ARCA II CB1=52;916
5475;9460313-27;CABLE MULTIPLE 20 HILOS ARCA II CB1=55;1014
5476;9460313-28;CABLE MULTIPLE 20 HILOS ARCA II CB1=58;1014
5477;9460313-29;CABLE MULTIPLE 20 HILOS ARCA II CB1=61;1112
5478;9460313-3;CABLE MULTIPLE 20 HILOS ARCA II CB1=16;307
5479;9460313-30;CABLE MULTIPLE 20 HILOS ARCA II CB1=66;1145
5480;9460313-31;CABLE MULTIPLE 20 HILOS ARCA II CB1=71;1227
5481;9460313-32;CABLE MULTIPLE 20 HILOS ARCA II CB1=76;1357
5482;9460313-5;CABLE MULTIPLE 20 HILOS ARCA II CB1=18;335
5483;9460313-7;CABLE MULTIPLE 20 HILOS ARCA II CB1=20;441
5484;9460313-9;CABLE MULTIPLE 20 HILOS ARCA II CB1=22;480
5485;9460352-1;BOLSA TERMINALES ELEC. V3F SIN RESCATE 2,5MM2(FC);3
5486;9460352-2;BOLSA TERMINALES ELEC. V3F SIN RESCATE 4MM2(FC);3
5487;9460352-3;BOLSA TERMINALES ELEC. V3F SIN RESCATE 6MM2(FC);5
5488;9460352-4;BOLSA TERMINALES ELEC. V3F SIN RESCATE 10MM2(FC);6
5489;9460352-5;BOLSA TERMINALES ELEC. V3F SIN RESCATE 16MM2(FC);5
5490;9460411-2;CONEXION FUENTE ALIMENTACION 220V.CM5=7;44
5491;9460414-2;CONEXION CABLE COMUNICACIONES CM5=7;49
5492;9460418-1;Cable conexion linea telefonica 6 hilos x mtr;6
5493;9460419-2;CONEXION CONECTOR JM1 V3F ARCA II CM14=7;158
5494;9460419-4;CONEXION CONECTOR JM1 V3F ARCA II CM14=9;154
5495;9460419-5;CONEXION CONECTOR JM1 V3F ARCA II CM14=11;178
5496;9460430-1;CONEXION PLACA GATEWAY 24V.L=1;16
5497;9460434-2;CONEXION BUS GATEWAY CM5=7;46
5498;9460453-2;ACOMETIDA DE FUERZA 2,5 MM2 ARCA II CM1=7;91
5499;9460463-1;CONEXION REGULADOR MANIOBRA S/CONT.AUX.ARCA II L=3;142
5500;9460500-1;ANEXO POR BOT.COMPARTIDA SIN PLACA GATEWAY;86
5501;9460508-1;ANEXO ANULACION DE ZONAS ARCA II CON PUENTE;194
5502;9460508-2;ANEXO ANULACION DE ZONAS ARCA II SIN PUENTE;195
5503;9460524-1;CONEXION PROV. ALIMENT.BUS CAN;33
5504;9460541-2;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;62
5505;9460541-3;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;88
5506;9460541-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5507;9460541-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5508;9460541-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5509;9460541-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5510;9460541-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5511;9460542-2;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;89
5512;9460542-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5513;9460542-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5514;9460542-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5515;9460542-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5516;9460542-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5517;9460542-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5518;9460543-2;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;229
5519;9460543-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5520;9460543-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5521;9460543-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5522;9460543-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5523;9460543-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5524;9460543-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5525;9460544-2;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=3;229
5526;9460544-3;CONEXION CUADRO REGENERATIVO CUADRO MANIOBRA CM17=6;88
5527;9460544-4;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=7;229
5528;9460544-5;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=8;229
5529;9460544-6;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=9;229
5530;9460544-7;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=10;229
5531;9460544-8;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=11;229
5532;9460545-2;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=3;229
5533;9460545-3;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=6;229
5534;9460545-4;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=7;229
5535;9460545-5;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=8;229
5536;9460545-6;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=9;229
5537;9460545-7;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=10;229
5538;9460545-8;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=11;229
5539;9460546-2;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=3;229
5540;9460546-3;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=6;229
5541;9460546-4;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=7;229
5542;9460546-5;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=8;229
5543;9460546-6;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=9;229
5544;9460546-7;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=10;229
5545;9460546-8;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=11;229
5546;9460547-2;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=3;229
5547;9460547-3;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=6;229
5548;9460547-4;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=7;229
5549;9460547-5;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=8;229
5550;9460547-6;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=9;229
5551;9460547-7;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=10;229
5552;9460547-8;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=11;229
5553;9460549-2;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=3;229
5554;9460549-3;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=6;229
5555;9460549-4;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=7;229
5556;9460549-5;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=8;229
5557;9460549-6;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=9;229
5558;9460549-7;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=10;229
5559;9460549-8;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=11;229
5560;9460578-1;ANEXO SINTESIS DE VOZ COMERCIAL HISSELEKTRONIK VA0 <= 32 PARADAS;1215
5561;9460581-2;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;122
5562;9460581-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5563;9460581-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5564;9460581-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5565;9460581-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5566;9460581-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5567;9460581-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5568;9460615-2;CONEXION ENCODER MOTOR CONT.TECH.ARCA II CM2=7;223
5569;9460616-2;CONEXION TERMISTOR SIN RESIS ARCA II CM2=7;28
5570;9460617-2;CONEX. ELECT. CALDEO ARCA II BUCHER CM2=7;39
5571;9460664-1;ALARGADOR CONEXION ENCODER MOTOR L=4;228
5572;9460675-2;CONEXION ENCODER MAQUINA ZIEHL-ABEGG CM14=7;351
5573;9460701-1;CONEXION LAMPARA PORTATIL HUECO;52
5574;9460701-2;CONEXION LAMPARA PORTATIL HUECO CM11=5;71
5575;9460701-3;CONEXION LAMPARA PORTATIL HUECO CM11=7;75
5576;9460703-1;CONJUNTO MANGUERAS FRENO-TERMISTOR;116
5577;9460703-2;CONJUNTO MANGUERAS FRENO-TERMISTOR CM12=4;152
5578;9460703-3;CONJUNTO MANGUERAS FRENO-TERMISTOR CM12=10;313
5579;9460703-4;CONJUNTO MANGUERAS FRENO-TERMISTOR CM12=7;229
5580;9460704-1;CONJUNTO MANGUERAS LIMITADOR;428
5581;9460704-2;CONJ. MANGUERA LIMITADOR CM11=5;136
5582;9460704-3;CONJUNTO MANGUERAS LIMITADOR CM11=7;164
5583;9460705-1;CONEXION ALIMENTACION MAQUINA;174
5584;9460705-2;CONEXION ALIMENTACION MAQUINA CM11=5;150
5585;9460705-3;CONEXION ALIMENTACION MAQUINA CM11=7;170
5586;9460707-1;CONEXION RESISTENCIA DE FRENADO M34 L=10;347
5587;9460732-2;CONEXION PLACA NGVA3 BORNA X3 CM2=7;35
5588;9460732-3;CONEXION PLACA NGVA3 BORNA X3 CM2=2;19
5589;9460733-2;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;229
5590;9460733-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5591;9460733-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5592;9460733-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5593;9460733-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5594;9460733-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5595;9460733-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5596;9460734-2;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;229
5597;9460734-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5598;9460734-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5599;9460734-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5600;9460734-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
