codigo;numeracion;denominacion;VENTA UNIDAD
4503;8302262-50;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""B"""""""" OR02 """"""";8
4504;8302262-51;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""E"""""""" OR02""""""";8
4505;8302262-52;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""M"""""""" OR02 """"""";8
4506;8302262-53;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""P"""""""" OR02 """"""";8
4507;8302262-54;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""L"""""""" OR02 """"""";8
4508;8302262-55;"""""""GR.CUERPO PULSADOR BRAILLE """"""""G"""""""" OR02 """"""";8
4509;8302262-56;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""K"""""""" OR02""""""";8
4510;8302262-57;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""S"""""""" OR02 """"""";8
4511;8302262-58;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""U"""""""" OR02""""""";8
4512;8302262-59;GRUPO CUERPO PULSADOR SIN BRAILLE OR02;8
4513;8302262-6;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""6"""""""",""""""""6-"""""""",""""""""6+"""""""" OR02 """"""";8
4514;8302262-7;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""7"""""""",""""""""7-"""""""",""""""""7+"""""""" OR02 """"""";8
4515;8302262-8;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""8"""""""",""""""""8-"""""""",""""""""8+"""""""" OR02""""""";8
4516;8302262-9;"""""""GRUPO CUERPO PULSADOR BRAILLE """"""""9"""""""",""""""""9-"""""""",""""""""9+"""""""" OR02 """"""";8
4517;8302263-1;GR.CUERPO PULSADOR COMPACTO OR02;12
4518;8302263-1;GR.CUERPO PULSADOR COMPACTO OR02;8
4519;8302265-1;"""""""CONJUNTO PULSANTE """"""""1"""""""" OR02 """"""";9
4520;8302265-10;"""""""CONJ.PULSANTE """"""""10"""""""" OR02 """"""";9
4521;8302265-11;"""""""CONJ.PULSANTE """"""""11"""""""" OR02 """"""";9
4522;8302265-12;"""""""CONJ.PULSANTE """"""""12"""""""" OR02 """"""";9
4523;8302265-13;"""""""CONJ.PULSANTE """"""""13"""""""" OR02 """"""";9
4524;8302265-14;"""""""CONJ.PULSANTE """"""""14"""""""" OR02 """"""";9
4525;8302265-15;"""""""CONJ.PULSANTE """"""""15"""""""" OR02 """"""";9
4526;8302265-16;"""""""CONJ.PULSANTE """"""""16"""""""" OR02 """"""";9
4527;8302265-17;"""""""CONJ.PULSANTE """"""""17"""""""" OR02 """"""";9
4528;8302265-18;"""""""CONJ.PULSANTE """"""""18"""""""" OR02 """"""";9
4529;8302265-19;"""""""CONJ.PULSANTE """"""""19"""""""" OR02 """"""";9
4530;8302265-2;"""""""CONJUNTO PULSANTE """"""""2"""""""" OR02 """"""";9
4531;8302265-20;"""""""CONJ.PULSANTE """"""""20"""""""" OR02 """"""";9
4532;8302265-21;"""""""CONJ.PULSANTE """"""""21"""""""" OR02 """"""";9
4533;8302265-22;"""""""CONJ.PULSANTE """"""""22"""""""" OR02 """"""";9
4534;8302265-23;"""""""CONJ.PULSANTE """"""""23"""""""" OR02 """"""";9
4535;8302265-24;"""""""CONJ.PULSANTE """"""""24"""""""" OR02 """"""";9
4536;8302265-25;"""""""CONJ.PULSANTE """"""""25"""""""" OR02 """"""";9
4537;8302265-26;"""""""CONJUNTO PULSANTE """"""""26"""""""" OR02 """"""";9
4538;8302265-3;"""""""CONJ.PULSANTE """"""""3"""""""" OR02 """"""";9
4539;8302265-34;"""""""CONJUNTO PULSANTE """"""""34"""""""" OR02 """"""";9
4540;8302265-4;"""""""CONJ.PULSANTE """"""""4"""""""" OR02 """"""";9
4541;8302265-40;"""""""CONJ.PULSANTE """"""""0"""""""" OR02 """"""";9
4542;8302265-41;"""""""CONJUNTO PULSANTE """"""""-1"""""""" OR02""""""";9
4543;8302265-42;"""""""CONJ.PULSANTE """"""""-2"""""""" OR02 """"""";9
4544;8302265-43;"""""""CONJ.PULSANTE """"""""-3"""""""" OR02 """"""";9
4545;8302265-44;"""""""CONJUNTO PULSANTE """"""""-4"""""""" OR02""""""";9
4546;8302265-45;"""""""CONJUNTO PULSANTE """"""""-5"""""""" OR02""""""";9
4547;8302265-5;"""""""CONJ.PULSANTE """"""""5"""""""" OR02 """"""";9
4548;8302265-50;"""""""CONJUNTO PULSANTE """"""""B"""""""" OR02""""""";9
4549;8302265-51;"""""""CONJUNTO PULSANTE """"""""E"""""""" OR02 """"""";9
4550;8302265-52;"""""""CONJUNTO PULSANTE """"""""M"""""""" OR02""""""";9
4551;8302265-53;"""""""CONJ.PULSANTE """"""""P"""""""" OR02 """"""";9
4552;8302265-54;"""""""CONJUNTO PULSANTE """"""""L"""""""" OR02 """"""";9
4553;8302265-55;"""""""CONJUNTO PULSANTE """"""""G"""""""" OR02""""""";9
4554;8302265-56;"""""""CONJUNTO PULSANTE """"""""LG"""""""" OR02 """"""";9
4555;8302265-57;"""""""CONJUNTO PULSANTE """"""""PB"""""""" OR02 """"""";9
4556;8302265-58;"""""""CONJ.PULSANTE """"""""K"""""""" OR02 """"""";9
4557;8302265-59;"""""""CONJUNTO PULSANTE """"""""S"""""""" OR02 """"""";9
4558;8302265-6;"""""""CONJ.PULSANTE """"""""6"""""""" OR02 """"""";9
4559;8302265-60;"""""""CONJUNTO PULSANTE """"""""U"""""""" OR02 """"""";9
4560;8302265-7;"""""""CONJ.PULSANTE """"""""7"""""""" OR02 """"""";9
4561;8302265-70;"""""""CONJ.PULSANTE """"""""ALARMA"""""""" OR02""""""";9
4562;8302265-71;"""""""CONJ.PULSANTE """"""""APERTURA PUERTAS"""""""" OR02 """"""";9
4563;8302265-72;"""""""CONJ.PULSANTE """"""""CIERRE DE PUERTA"""""""" OR03""""""";9
4564;8302265-73;"""""""CONJUNTO PULSANTE """"""""VENTILADOR"""""""" OR02 """"""";9
4565;8302265-74;"""""""CONJUNTO PULSANTE """"""""TELEFONO"""""""" OR03""""""";9
4566;8302265-75;CONJUNTO PULSANTE SIN INSCRIPCIÓN NIQUEL NEGRO PISO OR02;9
4567;8302265-76;CONJ.PULSANTE FLECHA NIQUEL NEGRO PISO OR02;9
4568;8302265-78;"""""""CONJUNTO PULSANTE """"""""MINUSVALIDO PISO"""""""" NIQUEL NEGRO OR02 """"""";9
4569;8302265-8;"""""""CONJ.PULSANTE """"""""8"""""""" OR02 """"""";9
4570;8302265-9;"""""""CONJ.PULSANTE """"""""9"""""""" OR02 """"""";9
4571;8302266-1;GRUPO PULSADOR LLAVE PISO OR02 B-10;40
4572;8302266-10;GRUPO PULSADOR LLAVE PISO OR02 B-67;40
4573;8302266-11;GRUPO PULSADOR LLAVE PISO OR02 B-73;1
4574;8302266-12;GRUPO PULSADOR LLAVE PISO OR02 B-86;40
4575;8302266-13;GRUPO PULSADOR LLAVE PISO OR02 B-88;40
4576;8302266-14;GRUPO PULSADOR LLAVE PISO OR02 B-105;40
4577;8302266-15;GRUPO PULSADOR LLAVE PISO OR02 B-107;40
4578;8302266-16;GRUPO PULSADOR LLAVE PISO OR02 B-124;40
4579;8302266-17;GRUPO PULSADOR LLAVE PISO OR02 B-127;40
4580;8302266-18;GRUPO PULSADOR LLAVE PISO OR02 B-130;40
4581;8302266-19;GRUPO PULSADOR LLAVE PISO OR02 B-141;38
4582;8302266-2;GRUPO PULSADOR LLAVE PISO OR02 B-12;40
4583;8302266-20;GRUPO PULSADOR LLAVE PISO OR02 B-145;38
4584;8302266-21;GRUPO PULSADOR LLAVE PISO OR02 B-147;38
4585;8302266-22;GRUPO PULSADOR LLAVE PISO OR02 B-149;38
4586;8302266-23;GRUPO PULSADOR LLAVE PISO OR02 B-191;40
4587;8302266-3;GRUPO PULSADOR LLAVE PISO OR02 B-26;40
4588;8302266-4;GRUPO PULSADOR LLAVE PISO OR02 B-31;40
4589;8302266-5;GRUPO PULSADOR LLAVE PISO OR02 B-46;40
4590;8302266-6;GRUPO PULSADOR LLAVE PISO OR02 B-51;40
4591;8302266-7;GRUPO PULSADOR LLAVE PISO OR02 B-52;40
4592;8302266-8;GRUPO PULSADOR LLAVE PISO OR02 B-63;40
4593;8302266-9;GRUPO PULSADOR LLAVE PISO OR02 B-66;40
4594;8302267-1;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 1;44
4595;8302267-10;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 10;44
4596;8302267-11;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 11;44
4597;8302267-12;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 12;44
4598;8302267-13;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 13;44
4599;8302267-14;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 14;44
4600;8302267-15;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 15;44
4601;8302267-16;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 16;44
4602;8302267-17;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 17;44
4603;8302267-18;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 18;44
4604;8302267-19;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 19;44
4605;8302267-2;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 2;44
4606;8302267-20;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 20;44
4607;8302267-21;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 21;44
4608;8302267-22;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 22;44
4609;8302267-23;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 23;44
4610;8302267-24;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 24;44
4611;8302267-26;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 26;44
4612;8302267-3;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 3;44
4613;8302267-4;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 4;44
4614;8302267-5;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 5;44
4615;8302267-6;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 6;44
4616;8302267-7;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 7;44
4617;8302267-8;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 8;44
4618;8302267-9;CONJ. PULSADOR LLAVE CON RETORNO ARCA I # 9;44
4619;8302268-1;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 1;44
4620;8302268-10;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 10;44
4621;8302268-11;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 11;44
4622;8302268-12;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 12;44
4623;8302268-13;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 13;44
4624;8302268-14;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 14;44
4625;8302268-15;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 15;44
4626;8302268-16;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 16;44
4627;8302268-17;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 17;44
4628;8302268-18;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 18;44
4629;8302268-19;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 19;44
4630;8302268-2;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 2;44
4631;8302268-20;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 20;44
4632;8302268-21;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 21;44
4633;8302268-22;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 22;44
4634;8302268-23;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 23;44
4635;8302268-24;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 24;44
4636;8302268-3;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 3;44
4637;8302268-4;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 4;44
4638;8302268-5;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 5;44
4639;8302268-6;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 6;44
4640;8302268-7;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 7;44
4641;8302268-8;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 8;44
4642;8302268-9;CONJ. PULSADOR LLAVE SIN RETORNO  2 SALIDAS # 9;44
4643;8302270-1;GR.CUERPO BOTONERA PISO 2 PUL.ORONA ORO2;26
4644;8302271-1;GRUPO CUERPO BOTONERA PISO 1 PULSADOR ORONA;29
4645;8302272-1;"""""""CONJUNTO PULSADOR COMPACTO """"""""ALARMA"""""""" OR02""""""";20
4646;8302273-1;GR.PULSADOR LLAVE PISO 2 SALIDAS OR02 B-10;39
4647;8302290-1;"""""""CONJUNTO PULSADOR BRAILLE """"""""A"""""""" OR02""""""";21
4648;8302290-2;"""""""CONJUNTO PULSADOR BRAILLE """"""""SA"""""""" OR02""""""";44
4649;8302301-23;"""""""CONJ.CONMUT.LLAVE SGAR23 2 SAL.""""""""BOMBEROS"""""""" OR02""""""";107
4650;8302303-9;CONJUNTO CONMUTADOR LLAVE SGAF09 ANULACIÓN LLAMADA PISO OR02;100
4651;8302306-1;PARTE DE LLAVIN MESITAS DE TRES PATITAS;3
4652;8321600-1;GRUPO VISOR RESIDENCIAL 4TH GEN;14
4653;8321601-1;GRUPO VISOR PUBLICO SIN 4TH GEN;14
4654;8321603-1;CONJUNTO PLACA FLECHAS EMBOCADURA 4TH GEN;4
4655;8321604-1;GRUPO VISOR TFT RESIDENCIAL SIN 4TH GEN;35
4656;8321605-1;GRUPO VISOR TFT PUBLICO 4TH GEN;35
4657;8321610-1;GRUPO VISOR MARCA BLANCA 4TH GEN;35
4658;8321611-1;GRUPO VISOR TFT MARCA BLANCA 4TH GEN;20
4659;8322106-1;CONJUNTO GONG PISO Y CABINA ARCA;193
4660;8322107-1;CONJUNTO GONG ARCA II;14
4661;8322250-1;SOPORTE VISOR SEÑALIZACION OR02;35
4662;8322258-1;CONJUNTO PLACA FLECHAS EMBOCADURA OR02;5
4663;8322260-1;"""""""CONJUNTO ALTAVOZ GONG """"""""ARCA II""""""""""""""";10
4664;8322265-1;"""""""SEÑALIZACION MATRIZ+FLECHAS+GONG OR02 """"""""ARCA II""""""""""""""";131
4665;8322267-1;GR.SOPORTE VISOR SEÑALIZACION LCD PISO;35
4666;8322268-1;"""""""SEÑALIZACION FLECHAS+GONG OR02 """"""""ARCA II""""""""""""""";54
4667;8322306-1;CONJUNTO P. C. FLECHAS DE PISO ARCA II;64
4668;8322306-2;CONJUNTO PLACA CIRCUITO FLECHAS DE PISO BARNIZADO;71
4669;8350090-1;CONJUNTO PLACA RELE AUXIL.REG.V3F UNI.REL.1V;270
4670;8400100-1;PLACA BASE HASTA 8 PAR.MAN.UP-870 1 ACC.;433
4671;8400101-1;PLACA BASE 9 A 16 PAR. MAN.UP-870 1 ACC.;462
4672;8400102-1;PLACA BASE 17 A 24 PAR.MAN.UP-870 1 ACC.;489
4673;8400104-1;PLACA BASE 9 A 16 PAR. MAN.UP-870 2 ACC.;490
4674;8400105-1;PLACA BASE 17 A 24 PAR.MAN.UP-870 2 ACC.;518
4675;8400108-1;PLACA BASE 17 A 24 PAR.MAN.UP-870 1 ACC.;453
4676;8400110-1;PLACA BASE HASTA 8 PAR.MAN.UP-870 1 ACC.VEL.REGUL.;433
4677;8400111-1;PLACA BASE 9 A 16 PAR. MAN.UP-870 1 ACC.VEL.REGUL.;489
4678;8400112-1;PLACA BASE 17 A 24 PAR.MAN.UP-870 1 ACC.VEL.REGUL.;517
4679;8400113-1;PLACA BASE HASTA 8 PAR.MAN.UP-870 2 ACC.VEL.REGUL.;490
4680;8400116-1;PLACA BASE HASTA 8 PAR.MAN.UP-870 2 ACC.;421
4681;8400117-1;PLACA BASE 9 A 16 PAR. MAN.UP-870 2 ACC.;449
4682;8400118-1;PLACA BASE 17 A 24 PAR.MAN.UP-870 2 ACC.;477
4683;8400120-1;PLACA C.P.U. MANIOBRA UP-870 SIMPLEX;441
4684;8400121-1;PLACA C.P.U. MANIOBRA U P-870 DUPLEX, TRIPLEX;3042
4685;8400130-1;PLACA ALIMENTACION MANIOB.UP-870 SIMPLEX;96
4686;8400131-1;PLACA ALIMENTAC. UP-870 DUPLEX, TRIPLEX;415
4687;8400132-1;PLACA BASE HASTA 8 PAR.MAN.UP-870 1 ACC.VEL.REGUL.;397
4688;8400133-1;PLACA BASE 9 A 16 PAR. MAN.UP-870 1 ACC.VEL.REGUL.;462
4689;8400134-1;PLACA BASE 17 A 24 PAR.MAN.UP-870 1 ACC.VEL.REGUL.;490
4690;8400135-1;PLACA BASE HASTA 8 PAR.MAN.UP-870 2 ACC.VEL.REGUL.;458
4691;8400136-1;PLACA BASE 9 A 16 PAR. MAN.UP-870 2 ACC.VEL.REGUL.;486
4692;8400137-1;PLACA BASE 17 A 24 PAR.MAN.UP-870 2 ACC.VEL.REGUL.;1666
4693;8400140-1;GRUPO CAPTADOR IMPULSOS NEGRO;60
4694;8420100-1;PLACA BASE MAN.UP-900 CON RETRAC. CONECT. TELEMEC.;2676
4695;8420101-1;PLACA BASE MAN. UP-900 SIN RETRAC. CONEC. TELEMEC.;601
4696;8420110-1;PLACA BASE MAN. UP-900 CON RETRAC. CONECT. GENERAL;2697
4697;8420111-1;PLACA BASE MANIOBRA UP-900 SIN RETRAC. CONECT. GENERAL;556
4698;8420151-1A;GRUPO FALTA FASE TENS.FUERZA 380V UP-900;263
4699;8450103-1;MODULO RC 0,47uF/200 ohm 250V ACC/TERMINALES;4
4700;8450150-1;GRUPO SIRENA CUADRO CABINA ARCA;25
4701;8450151-1;GRUPO BATERIA 6V.1,6AH.CUADRO CAB.ARCA;54
4702;8450152-1;GRUPO BATERIA 12V 1,6AH.CUADRO CABINA ARCA;92
4703;8450157-1;ACCESORIOS INSTALACION ELECTRICA CABINA ARCA;4
4704;8450382-3;ANEXO BOTONERA SOCORRO GRUPO REGLETAS MANI.;7
4705;8450586-1;ANEXO CUADRO CABINA ILUM.ECO;177
4706;8460112-1;GRUPO CAPTADOR IMPULSOS PASO 7,7 BLANCO;435
4707;8460113-1;GRUPO CAPTADOR IMPULSOS PASO 6,3 BLANCO;64
4708;8460129-1;GRUPO INTERRUPTORESRUPTORES DE FUERZA M33 OPTIMIZADO ARCA II;498
4709;8460129-2;GRUPO INTERRUPTORESRUPTORES DE FUERZA M33 OPTIMIZADO ARCA II 20A;500
4710;8460129-3;GRUPO INTERRUPTORESRUPTORES DE FUERZA M33 OPTIMIZADO ARCA II 25A;503
4711;8460129-4;GRUPO INTERRUPTORESRUPTORES DE FUERZA M33 OPTIMIZADO ARCA II 32A;525
4712;8460129-5;GRUPO INTERRUPTORESRUPTORES DE FUERZA M33 OPTIMIZADO ARCA II 40A;541
4713;8460129-6;GR.INTERRUPTORES DE FUERZA M33 OPTIMIZADO ARCA II;968
4714;8460129-7;GRUPO INTERRUPTORESRUPTORES DE FUERZA M33 OPTIMIZADO ARCA II 63A;1024
4715;8460129-8;GR.INTERRUPTORES DE FUERZA M33 OPT.ARCA II 10A;498
4716;8460150-1;GRUPO BATERIA 6V 1,6AH.CUADRO CABINA ARCA II;47
4717;8460151-1;GRUPO BATERIA 12V. 1,2AH. CUADRO CABINA ARCA II;97
4718;8460152-1;GRUPO SIRENA CUADRO CABINA ARCA II;46
4719;8460162-1;GRUPO BATERIA 6V.1,6AH.C/BANDA POLAR FLEX.2 VIAS;51
4720;8460260-1;MATERIAL KIT MODERNIZACION DE ORS1 A OR3 CASTELLAN;646
4721;8460261-1;KIT MODERNIZACION TELESERV.2000 A 2005 CASTELLANO;763
4722;8460358-1;ANEXO DEVANADO MANI.1 PLACA EXT.5 S/FUENTE ALIM.;18
4723;8460358-2;ANEXO DEVANADO MANI.1 PLACA EXT.5 C/FUENTE ALIM.;35
4724;8460554-1;ANEXO PULSADOR DE ALARMA CHASIS CABINA ARCA II;17
4725;8460555-1;ANEXO TELESERVICIO ORONA 2005 C/CABINA ARCA II;384
4726;8460555-2;ANEXO TELESERV ORONA 2005 C/CABINA ARCA II POR-FRA;378
4727;8460555-3;ANEXO TELESERV ORONA 2005 C/CABINA ARCA II CAT-EUS;421
4728;8460582-1;ANEXO GONG SIN SINTESIS DE VOZ ARCA II;150
4729;8460582-2;ANEXO CITOFONO SIN SINTESIS DE VOZ ARCA II;138
4730;8460589-1;CONJUNTO PLACA EXT3 PARA REPUESTOS;73
4731;8460802-1;CONJUNTO APAGADO AUTOMATICO LUZ DE CABINA;476
4732;8460802-2;CONJUNTO RADAR APAGADO AUTOM.LUZ DE CABINA;242
4733;8460824-1;ANEXO PVTIL NC TLSV COM./VENTIL./CONTROL ILUM.;53
4734;8460824-2;ANEXO PVTIL NC TLSV COM./VENTIL./CONTROL ILUM.;41
4735;8512110-1;CARGADOR BATERIA TENSION 110/6 V;121
4736;8512112-1;CARGAD.BATERIA/ALARM.220/12V 1,2AH CITOF;575
4737;8512113-1;CARGAD.BATERIA/ALARM.220/12V 1,2AH S/CIT;213
4738;8512114-1;CARGAD.BATERIA/ALARM.220/6V 1,2AH CITOF.;375
4739;8512115-1;CARGAD.BATERIA/ALARM.220/6V 1,2AH S/CIT.;153
4740;8512116-1;CARGA.BATE.220/12V PARA CIRCUI.TELEFONOS;431
4741;8520121-1;ACCESORIOS SISTEMA RESCATE M322 (FC);107
4742;8520127-1;SUNCONJUNTO MOTOR RESCATE M322-2004;1078
4743;8520131-1;SUNCONJUNTO PEDAL RESCATE M322-2004 L=6.4M;389
4744;8520131-2;SUNCONJUNTO PEDAL RESCATE M322-2004 L=13M;539
4745;8520132-1;SUNCONJUNTO DINAMO RESCATE M322-2004;539
4746;8520133-1;ACCESORIOS RESCATE M322-2004 (FC);56
4747;8520136-1;MANDO DESBLOQUEO (CABLE) RESCATE M322-2004 L=6,4;80
4748;8520136-2;MANDO DESBLOQUEO (CABLE) RESCATE M322-2004 L=13 M;104
4749;8811001-1;CONJUNTO SOPORTE BOTONERA INSPECCION;15
4750;8820115-1;CONJUNTO MICROFONO-ALTAVOZ Y PICTOGRAMAS;46
4751;8826000-1;CONJUNTO DIGITAL SEÑAL. PISO 7 SEGMENTOS 12V MAN. UP;175
4752;8826000-3;CONJUNTO DIGITAL SEÑAL PISO, 7 SEG, 24V. MAN. ARCA;80
4753;8826000-4;CONJUNTO DIGITAL SEÑAL PISO, MATRIZ 24V MAN. ARCA;90
4754;8826000-5;CONJUNTO DIGITAL SEÑAL PISO 7 SEGMENTOS 24V AUTONOMO;140
4755;8826001-1;CONJUNTO FLECHAS SEÑAL. PISO CATODO COMUN;191
4756;8826001-2;CONJUNTO FLECHAS SEÑAL. PISO ANODO COMUN;42
4757;8826002-1;CONJUNTO CABINA PRESENTE;19
4758;8826022-1;CJTO FRONTAL FLECHAS+PEGATINA;4
4759;8900079-1;V6201716-GUARN BL PFB T-160 GUIA16 COD 8001000116;66
4760;8900113-1;V6201319-GUARNICION MACLA FS8 NEG TETONES;16
4761;8901331-1;R0199015 - SETA STOP REFERENCIA ZB2BZ101;1
4762;8902024-1;"""""""R5801027:KITJUNTASBLQUEVALVULS.BLAINEV2,5""""""""""""""";92
4763;8902111-1;V2526236:PULSADRDMGPANZERBPCV44MR.0024V.2C;113
4764;8902886-1;R0199047: FRENO ELECTRICO ET160;988
4765;8902889-1;R0201505: CIRCUITO COMPLETO EV-10019C;3221
4766;8902953-1;"""""""R5801025:KITJUNTASBLQUEVALVULS.BLAINEV0,75""""""""""""""";64
4767;8902954-1;"""""""R5801026:KITJUNTASBLQUEVALVULS.BLAINEV-1,5""""""""""""""";78
4768;8903046-1;R6399080:MICROCONTACTO FRENO WARNER Nº02005872;445
4769;8903402-1;V0201200:CONTACTOAUXILIARFRONTALBCLF10;4
4770;8903403-1;V0201201:CONTACTOAUXILIARFRONTALBCLF01;9
4771;8903446-1;V0601029:TRANSFRSPRT285DXD285MNTADCMPLET;802
4772;8903617-1;V1504108: MEMORIA EPROM ASP116 V4.30;179
4773;8903688-1;V2501102: PULSADOR ALJO TV 24V;61
4774;8903893-1;V2526221: PULSADOR LLAVE C5S117V-B3231;309
4775;8904156-1;V4006086:ENCDERZETATPECN1313EnDatRef.359014;2807
4776;8904156-2;#2011422# ENCODER ECN1313 Endat 2048 ZIEHL-ABEGG;1708
4777;9011000-1;BOTELLA DE ACEITE PARA GUIAS 0.5 L.;10
4778;9011001-1;BOTELLA DE ACEITE PARA REDUCTORES DE 1 L.;16
4779;9011002-1;ACEITE REDUCTORAS 1 L SCH.KLUBERSYNTH GH 6-460;60
4780;9011003-1;BOTELLA DE ACEITE REDUCTOR MRL TIPO;53
4781;9011080-11;CONJ.AMORTIGUADOR PUFFER D.80X80 H=911;73
4782;9011156-1;FIJACION ZARPEO APARATO HIDRALICO HORMIGON T-82/90 (FC);27
4783;9011525-1;CONJUNTO SOPORTE PARED PISTON;17
4784;9011694-1;FIJAC.ZARPEO PORT.IND.HOR.T82/T50 Q630/1500(FC);41
4785;9011732-1;TORNILLERIA PARA EL CASO DE PARED DE HORMIGON;69
4786;9012015-1;TORNILLERIA FIJACION ARMADURA FOSO V=1 T-70/82 M33;23
4787;9012077-1;ZARPA IZQUIERDA PREMONTADA M34;32
4788;9012078-1;ZARPA DERECHA PREMONTADA M34;31
4789;9012082-1;TORNILLERIA ZARPAS M34 HORMIGON T-125L1/T-50(FC);33
4790;9012091-1;GRUPO FIJACIÓN (TORNILL) M34 HORMIG. T 120/B(FC);27
4791;9030422-2;MAQUINA O-170 45:1 10CV V3F 240C/H205V;11675
4792;9030430-2;MAQUINA O-170 47:2 10CV V3F 240C-H205V;12639
4793;9031360-1;CALCE DE NIVELACION MAQUI.CH.1X120X220;4
4794;9040500-2;MAQUINA O-130 I_6 0:1 5,5CV 90CONEXIONES/HORA GD=0,85 60V 230/400V;6222
4795;9060010-1;POLEA DE DESVIO 450-3/11;1684
4796;9060012-1;POLEA DE DESVIO 450-3/11 MODIFICADA;520
4797;9060020-1;POLEA DE DESVIO 450-4/11 (SIN RODAM);1817
4798;9060050-1;POLEA DE DESVIO 530-4/13;1000
4799;9060060-1;POLEA DE DESVIO 530-5/13;1526
4800;9060070-1;POLEA DE DESVIO 450-2/11;945
4801;9060091-1;POLEA DE DESVIO 360-4/8-4/9;820
4802;9060110-1;EJE POLEA DE REENVIO 3/11 DE 55X233;66
4803;9060240-1;SOPORTE POLEA REENVIO 4/11 SUSP.C-2,5;307
4804;9060520-1;POLEA DE DESVIO 450 4/8-4/9;1012
4805;9070037-1;CONJUNTO AISLAMIENTO MAQUINA.ARMADURA GUIAS M33_V3;72
4806;9070038-1;TORNILLERIA ARMADURA A GUIAS M33 V3 (HORMIGON)(FC);324
4807;9070038-2;TORNILLERIA ARMADURA A GUIAS M33 V3 (HORMIGON)(FC);339
4808;9070038-3;TORNILLERIA ARMADURA A GUIAS M33 V3 (LADRILLO)(FC);349
4809;9070038-4;TORNILLERIA ARMADURA A GUIAS M33 V3 (LADRILLO)(FC);345
4810;9070038-5;TORNILLERIA ARMADURA A GUIAS M33 V3 (HORMIGON)(FC);333
4811;9070038-6;TORNILLERIA ARMADURA A GUIAS M33 V3 (LADRILLO)(FC);362
4812;9070038-7;TORNILLERIA ARMADURA A GUIAS M33 V3 (HORMIGON)(FC);350
